London,GB,2643741
Los Angeles,US,5368361
Miramar,US,4164601
Moscow,RU,524901
Paris,FR,2988507
Phoenix,US,5308655
Portland,US,5746545
San Francisco,US,5391959
Seattle,US,5809844
Tacoma,US,5812944
Vancouver,CA,6173331
West Richland,US,5815599
